SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,Region
86,2024-01-17,86,1,4,349.88,1399.52,South
87,2024-04-10,26,6,9,1900.29,17102.61,West
88,2024-01-12,35,7,4,2617.54,10470.16,North
89,2024-05-20,82,4,7,192.66,1348.62,Central
90,2024-09-07,97,10,7,2510.69,17574.83,South
91,2024-07-09,81,12,1,2154.78,2154.78,West
92,2024-09-22,87,8,6,1125.89,6755.34,North
93,2024-09-06,90,11,10,1149.56,11495.6,Central
94,2024-01-11,26,1,9,349.88,3148.92,West
95,2024-08-31,90,13,9,357.54,3217.86,South
96,2024-07-18,58,7,9,2617.54,23557.86,East
97,2024-04-30,77,10,5,2510.69,12553.45,West
98,2024-06-26,100,14,4,1021.0,4084.0,Central
99,2024-08-29,57,10,6,2510.69,15064.14,West
100,2024-10-07,19,1,1,349.88,349.88,South
101,2024-03-16,66,13,1,357.54,357.54,West
102,2024-03-05,91,1,10,349.88,3498.8,East
103,2024-01-18,15,15,3,2404.15,7212.45,West
104,2024-08-25,77,2,3,1449.1,4347.3,West
105,2024-06-09,33,8,1,1125.89,1125.89,North
106,2024-06-25,41,6,9,1900.29,17102.61,Central
107,2024-11-19,40,2,6,1449.1,8694.6,West
108,2024-10-04,15,11,5,1149.56,5747.8,East
109,2024-04-15,71,8,10,1125.89,11258.9,North
110,2024-04-19,92,15,9,2404.15,21637.35,Central
111,2024-04-14,10,10,5,2510.69,12553.45,East
112,2024-05-06,64,2,10,1449.1,14491.0,East
113,2024-09-20,22,8,6,1125.89,6755.34,West
114,2024-04-23,70,15,10,2404.15,24041.5,Central
115,2024-08-17,56,14,8,1021.0,8168.0,Central
116,2024-10-24,60,2,8,1449.1,11592.8,North
117,2024-02-17,38,14,2,1021.0,2042.0,West
118,2024-03-30,39,5,8,996.71,7973.68,Central
119,2024-02-13,95,3,2,2346.24,4692.48,West
120,2024-07-01,22,11,9,1149.56,10346.04,South
121,2024-08-09,83,1,6,349.88,2099.28,South
122,2024-01-04,86,9,10,1057.98,10579.8,Central
123,2024-01-22,62,8,4,1125.89,4503.56,Central
124,2024-03-17,34,5,1,996.71,996.71,East
125,2024-06-28,18,13,10,357.54,3575.4,Central
126,2024-08-27,28,6,6,1900.29,11401.74,Central
127,2024-04-10,39,5,7,996.71,6976.97,South
128,2024-01-25,92,8,5,1125.89,5629.45,North
129,2024-02-19,77,15,8,2404.15,19233.2,East
130,2024-12-30,60,6,5,1900.29,9501.45,South
131,2024-07-14,29,2,6,1449.1,8694.6,South
132,2024-01-11,47,8,6,1125.89,6755.34,South
133,2024-09-18,66,4,9,192.66,1733.94,West
134,2024-08-25,94,9,3,1057.98,3173.94,North
135,2024-08-26,43,2,10,1449.1,14491.0,West
136,2024-11-02,26,7,2,2617.54,5235.08,Central
137,2024-11-20,98,14,6,1021.0,6126.0,West
138,2024-02-10,43,3,8,2346.24,18769.92,East
139,2024-08-28,92,6,9,1900.29,17102.61,West
140,2024-04-13,24,6,2,1900.29,3800.58,South
141,2024-06-30,11,1,1,349.88,349.88,Central
142,2024-01-16,18,7,5,2617.54,13087.7,West
143,2024-05-18,44,1,3,349.88,1049.64,South
144,2024-11-01,15,9,9,1057.98,9521.82,Central
145,2024-02-23,9,1,4,349.88,1399.52,East
146,2024-10-10,66,13,1,357.54,357.54,West
147,2024-12-01,45,2,5,1449.1,7245.5,South
148,2024-12-22,1,5,9,996.71,8970.39,Central
149,2024-06-16,28,6,8,1900.29,15202.32,Central
150,2024-02-17,8,13,2,357.54,715.08,East
151,2024-02-12,75,9,1,1057.98,1057.98,North
152,2024-06-23,25,8,4,1125.89,4503.56,East
153,2024-07-18,35,14,7,1021.0,7147.0,South
154,2024-09-21,26,3,5,2346.24,11731.2,West
155,2024-12-22,69,14,7,1021.0,7147.0,North
156,2024-08-20,27,8,7,1125.89,7881.23,North
157,2024-08-25,1,6,8,1900.29,15202.32,East
158,2024-07-21,38,5,6,996.71,5980.26,West
159,2024-04-05,93,12,7,2154.78,15083.46,West
160,2024-03-14,9,9,5,1057.98,5289.9,West
161,2024-04-02,52,11,10,1149.56,11495.6,North
162,2024-02-05,22,1,5,349.88,1749.4,West
163,2024-10-28,92,14,8,1021.0,8168.0,South
164,2024-10-10,69,5,8,996.71,7973.68,Central
165,2024-06-24,57,13,3,357.54,1072.62,South
166,2024-10-09,1,12,4,2154.78,8619.12,East
167,2024-08-29,2,2,1,1449.1,1449.1,North
168,2024-02-29,77,15,7,2404.15,16829.05,West
169,2024-04-27,27,12,7,2154.78,15083.46,East
170,2024-11-30,57,15,9,2404.15,21637.35,East
171,2024-11-07,33,6,8,1900.29,15202.32,West
172,2024-05-31,71,4,2,192.66,385.32,Central
173,2024-01-06,91,12,10,2154.78,21547.8,North
174,2024-05-15,34,7,3,2617.54,7852.62,East
175,2024-01-26,93,4,10,192.66,1926.6,North
176,2024-03-02,27,6,4,1900.29,7601.16,South
177,2024-02-29,44,15,5,2404.15,12020.75,East
178,2024-11-02,19,7,9,2617.54,23557.86,Central
179,2024-01-20,20,14,8,1021.0,8168.0,Central
180,2024-10-15,15,1,8,349.88,2799.04,East
181,2024-12-25,20,14,8,1021.0,8168.0,South
182,2024-10-30,9,8,3,1125.89,3377.67,North
183,2024-06-16,28,10,6,2510.69,15064.14,North
184,2024-12-23,21,2,1,1449.1,1449.1,East
185,2024-04-17,45,4,9,192.66,1733.94,Central
186,2024-02-23,42,3,6,2346.24,14077.44,North
187,2024-01-18,54,14,7,1021.0,7147.0,East
188,2024-01-14,79,2,8,1449.1,11592.8,East
189,2024-12-02,76,8,4,1125.89,4503.56,Central
190,2024-09-30,73,8,1,1125.89,1125.89,North
191,2024-04-23,69,10,5,2510.69,12553.45,North
192,2024-01-25,43,4,10,192.66,1926.6,East
193,2024-10-07,64,14,1,1021.0,1021.0,West
194,2024-09-08,98,2,5,1449.1,7245.5,South
195,2024-05-28,4,6,1,1900.29,1900.29,West
196,2024-11-13,22,7,2,2617.54,5235.08,West
197,2024-08-08,90,10,4,2510.69,10042.76,North
198,2024-01-16,62,2,5,1449.1,7245.5,Central
199,2024-11-05,81,6,4,1900.29,7601.16,Central
200,2024-07-26,55,15,6,2404.15,14424.9,South
201,2024-10-09,100,8,2,1125.89,2251.78,Central
202,2024-08-13,68,10,1,2510.69,2510.69,West
203,2024-04-21,23,15,6,2404.15,14424.9,East
204,2024-11-12,73,14,6,1021.0,6126.0,East
205,2024-05-23,88,4,3,192.66,577.98,Central
206,2024-11-23,41,3,8,2346.24,18769.92,South
207,2024-02-04,8,8,7,1125.89,7881.23,South
208,2024-05-08,58,12,6,2154.78,12928.68,West
209,2024-03-02,28,6,7,1900.29,13302.03,West
210,2024-10-28,86,4,3,192.66,577.98,South
211,2024-02-21,38,12,1,2154.78,2154.78,South
212,2024-09-15,100,11,8,1149.56,9196.48,East
213,2024-05-28,23,12,7,2154.78,15083.46,West
214,2024-09-23,89,7,8,2617.54,20940.32,East
215,2024-10-04,84,13,1,357.54,357.54,East
216,2024-02-20,5,11,2,1149.56,2299.12,East
217,2024-07-07,96,6,4,1900.29,7601.16,Central
218,2024-02-21,25,15,9,2404.15,21637.35,South
219,2024-03-25,59,10,2,2510.69,5021.38,Central
220,2024-06-11,75,8,5,1125.89,5629.45,South
221,2024-05-08,12,1,7,349.88,2449.16,South
222,2024-04-24,85,7,4,2617.54,10470.16,East
223,2024-08-04,17,12,2,2154.78,4309.56,West
224,2024-03-03,79,14,4,1021.0,4084.0,North
225,2024-10-19,23,15,4,2404.15,9616.6,South
226,2024-02-28,61,13,5,357.54,1787.7,North
227,2024-08-24,94,6,8,1900.29,15202.32,West
228,2024-10-25,55,1,7,349.88,2449.16,Central
229,2024-03-16,87,13,9,357.54,3217.86,North
230,2024-06-16,58,9,6,1057.98,6347.88,North
231,2024-09-16,28,10,4,2510.69,10042.76,East
232,2024-04-26,59,13,10,357.54,3575.4,South
233,2024-08-11,36,14,1,1021.0,1021.0,Central
234,2024-10-06,51,11,7,1149.56,8046.92,East
235,2024-08-12,43,11,3,1149.56,3448.68,East
236,2024-08-29,89,6,6,1900.29,11401.74,South
237,2024-06-23,97,15,3,2404.15,7212.45,West
238,2024-06-11,65,14,7,1021.0,7147.0,North
239,2024-09-06,16,13,3,357.54,1072.62,East
240,2024-05-02,83,6,4,1900.29,7601.16,North
241,2024-04-12,26,2,6,1449.1,8694.6,East
242,2024-11-10,90,1,4,349.88,1399.52,South
243,2024-12-24,22,9,3,1057.98,3173.94,Central
244,2024-03-07,13,5,10,996.71,9967.1,Central
245,2024-09-16,6,3,2,2346.24,4692.48,North
246,2024-05-13,80,2,6,1449.1,8694.6,South
247,2024-03-09,44,5,2,996.71,1993.42,West
248,2024-01-12,12,8,7,1125.89,7881.23,North
249,2024-03-12,88,4,7,192.66,1348.62,Central
250,2024-05-02,26,5,10,996.71,9967.1,Central
251,2024-07-17,60,8,1,1125.89,1125.89,East
252,2024-05-31,1,14,3,1021.0,3063.0,East
253,2024-10-14,23,3,2,2346.24,4692.48,Central
254,2024-12-29,100,8,1,1125.89,1125.89,East
255,2024-09-02,32,14,5,1021.0,5105.0,Central
256,2024-09-16,37,4,2,192.66,385.32,West
257,2024-11-13,60,10,6,2510.69,15064.14,Central
258,2024-10-16,83,12,5,2154.78,10773.9,South
259,2024-07-28,88,2,8,1449.1,11592.8,South
260,2024-12-04,47,12,8,2154.78,17238.24,North
261,2024-05-26,31,1,9,349.88,3148.92,West
262,2024-05-17,77,11,5,1149.56,5747.8,West
263,2024-09-08,11,13,4,357.54,1430.16,West
264,2024-11-25,64,8,10,1125.89,11258.9,Central
265,2024-09-03,87,12,7,2154.78,15083.46,South
266,2024-11-18,37,5,1,996.71,996.71,West
267,2024-08-11,74,2,10,1449.1,14491.0,South
268,2024-09-22,69,1,5,349.88,1749.4,Central
269,2024-10-23,93,10,7,2510.69,17574.83,South
270,2024-08-21,80,5,10,996.71,9967.1,North
271,2024-12-22,37,15,6,2404.15,14424.9,South
272,2024-02-15,84,11,9,1149.56,10346.04,East
273,2024-03-15,18,2,4,1449.1,5796.4,West
274,2024-06-27,73,11,3,1149.56,3448.68,South
275,2024-08-01,4,2,8,1449.1,11592.8,West
276,2024-04-13,77,9,2,1057.98,2115.96,North
277,2024-12-06,70,9,2,1057.98,2115.96,East
278,2024-03-12,89,5,2,996.71,1993.42,South
279,2024-10-09,64,10,6,2510.69,15064.14,Central
280,2024-09-13,23,15,2,2404.15,4808.3,Central
281,2024-02-07,94,7,2,2617.54,5235.08,South
282,2024-12-14,85,2,6,1449.1,8694.6,Central
283,2024-10-08,3,14,10,1021.0,10210.0,West
284,2024-12-14,80,14,10,1021.0,10210.0,South
285,2024-01-04,21,1,4,349.88,1399.52,Central
286,2024-01-12,63,1,7,349.88,2449.16,East
287,2024-06-10,26,14,10,1021.0,10210.0,East
288,2024-06-03,43,1,7,349.88,2449.16,West
289,2024-10-16,15,10,8,2510.69,20085.52,South
290,2024-04-05,83,14,5,1021.0,5105.0,South
291,2024-10-11,78,3,7,2346.24,16423.68,East
292,2024-10-07,40,3,7,2346.24,16423.68,North
293,2024-05-31,29,12,2,2154.78,4309.56,East
294,2024-07-19,41,2,4,1449.1,5796.4,South
295,2024-03-21,97,8,2,1125.89,2251.78,East
296,2024-08-26,61,6,6,1900.29,11401.74,East
297,2024-12-15,3,15,6,2404.15,14424.9,South
298,2024-02-13,41,1,4,349.88,1399.52,North
299,2024-04-15,81,14,10,1021.0,10210.0,North
300,2024-07-28,66,9,7,1057.98,7405.86,North
301,2024-09-20,44,14,8,1021.0,8168.0,South
302,2024-04-30,28,8,7,1125.89,7881.23,South
303,2024-10-05,21,14,6,1021.0,6126.0,West
304,2024-01-31,21,12,10,2154.78,21547.8,East
305,2024-09-01,88,5,7,996.71,6976.97,East
306,2024-01-02,7,2,7,1449.1,10143.7,Central
307,2024-09-23,77,6,8,1900.29,15202.32,South
308,2024-08-26,3,12,3,2154.78,6464.34,North
309,2024-11-03,27,4,6,192.66,1155.96,North
310,2024-06-02,1,4,10,192.66,1926.6,West
311,2024-09-12,46,4,10,192.66,1926.6,South
312,2024-06-16,3,7,3,2617.54,7852.62,North
313,2024-07-05,64,11,8,1149.56,9196.48,South
314,2024-01-04,9,15,3,2404.15,7212.45,North
315,2024-10-12,50,10,8,2510.69,20085.52,East
316,2024-09-19,91,11,10,1149.56,11495.6,West
317,2024-02-05,19,6,1,1900.29,1900.29,East
318,2024-11-16,78,12,2,2154.78,4309.56,Central
319,2024-10-29,94,3,4,2346.24,9384.96,East
320,2024-09-04,90,6,3,1900.29,5700.87,Central
321,2024-11-03,76,6,10,1900.29,19002.9,Central
322,2024-02-19,96,1,4,349.88,1399.52,East
323,2024-05-13,59,6,2,1900.29,3800.58,West
324,2024-09-02,69,8,9,1125.89,10133.01,North
325,2024-09-12,12,14,7,1021.0,7147.0,Central
326,2024-10-04,74,14,6,1021.0,6126.0,North
327,2024-08-28,9,1,3,349.88,1049.64,South
328,2024-02-15,70,15,5,2404.15,12020.75,Central
329,2024-04-24,69,6,7,1900.29,13302.03,South
330,2024-02-09,30,15,5,2404.15,12020.75,East
331,2024-10-31,97,11,4,1149.56,4598.24,East
332,2024-08-17,89,12,7,2154.78,15083.46,South
333,2024-07-11,59,8,2,1125.89,2251.78,West
334,2024-02-01,70,5,5,996.71,4983.55,North
335,2024-09-26,98,12,1,2154.78,2154.78,South
336,2024-09-22,32,9,4,1057.98,4231.92,Central
337,2024-03-06,100,7,7,2617.54,18322.78,West
338,2024-03-18,16,14,9,1021.0,9189.0,Central
339,2024-11-27,27,5,3,996.71,2990.13,North
340,2024-05-17,27,13,5,357.54,1787.7,East
341,2024-02-21,80,6,6,1900.29,11401.74,West
342,2024-09-02,92,2,9,1449.1,13041.9,North
343,2024-01-25,92,7,5,2617.54,13087.7,West
344,2024-07-30,69,2,6,1449.1,8694.6,West
345,2024-05-14,1,11,1,1149.56,1149.56,South
346,2024-05-07,25,12,1,2154.78,2154.78,West
347,2024-02-05,53,13,1,357.54,357.54,East
348,2024-03-06,15,13,6,357.54,2145.24,North
349,2024-09-04,1,15,5,2404.15,12020.75,East
350,2024-05-28,35,2,2,1449.1,2898.2,Central
351,2024-11-30,23,13,9,357.54,3217.86,Central
352,2024-09-23,74,3,5,2346.24,11731.2,West
353,2024-04-10,28,12,4,2154.78,8619.12,North
354,2024-06-24,30,15,4,2404.15,9616.6,North
355,2024-02-20,59,14,7,1021.0,7147.0,Central
356,2024-03-07,85,4,4,192.66,770.64,South
357,2024-12-06,81,12,7,2154.78,15083.46,East
358,2024-06-13,25,10,3,2510.69,7532.07,West
359,2024-10-17,69,7,6,2617.54,15705.24,East
360,2024-05-10,27,5,2,996.71,1993.42,West
361,2024-08-08,18,3,2,2346.24,4692.48,Central
362,2024-03-13,91,6,8,1900.29,15202.32,Central
363,2024-02-20,34,9,6,1057.98,6347.88,West
364,2024-03-14,67,5,9,996.71,8970.39,East
365,2024-01-13,86,13,9,357.54,3217.86,South
366,2024-01-17,11,7,6,2617.54,15705.24,West
367,2024-05-24,73,3,9,2346.24,21116.16,Central
368,2024-04-01,95,15,2,2404.15,4808.3,West
369,2024-10-01,91,12,5,2154.78,10773.9,North
370,2024-02-18,94,7,4,2617.54,10470.16,Central
371,2024-06-26,73,5,3,996.71,2990.13,East
372,2024-05-17,5,2,2,1449.1,2898.2,West
373,2024-12-17,32,1,9,349.88,3148.92,North
374,2024-05-04,28,12,4,2154.78,8619.12,North
375,2024-07-14,41,13,6,357.54,2145.24,West
376,2024-10-20,20,11,3,1149.56,3448.68,East
377,2024-07-09,39,6,5,1900.29,9501.45,South
378,2024-02-04,12,8,3,1125.89,3377.67,West
379,2024-06-10,57,2,1,1449.1,1449.1,East
380,2024-09-22,34,5,4,996.71,3986.84,South
381,2024-07-18,39,15,6,2404.15,14424.9,Central
382,2024-01-03,73,13,5,357.54,1787.7,West
383,2024-03-24,100,7,4,2617.54,10470.16,East
384,2024-04-30,79,1,3,349.88,1049.64,East
385,2024-10-14,76,7,6,2617.54,15705.24,Central
386,2024-08-12,52,7,5,2617.54,13087.7,Central
387,2024-08-15,50,12,7,2154.78,15083.46,South
388,2024-01-02,86,7,6,2617.54,15705.24,North
389,2024-01-08,100,7,3,2617.54,7852.62,West
390,2024-05-21,36,3,8,2346.24,18769.92,Central
391,2024-11-21,56,3,9,2346.24,21116.16,Central
392,2024-10-30,18,4,4,192.66,770.64,North
393,2024-05-09,82,14,1,1021.0,1021.0,West
394,2024-12-22,33,3,9,2346.24,21116.16,West
395,2024-12-14,3,1,3,349.88,1049.64,North
396,2024-06-29,48,6,3,1900.29,5700.87,Central
397,2024-03-04,11,8,10,1125.89,11258.9,North
398,2024-06-25,27,2,7,1449.1,10143.7,East
399,2024-01-24,64,8,8,1125.89,9007.12,North
400,2024-08-21,54,13,6,357.54,2145.24,East
401,2024-10-22,35,13,8,357.54,2860.32,Central
402,2024-10-24,49,4,7,192.66,1348.62,North
403,2024-11-19,92,9,3,1057.98,3173.94,Central
404,2024-06-28,1,1,9,349.88,3148.92,East
405,2024-11-24,96,12,10,2154.78,21547.8,North
406,2024-09-28,96,1,7,349.88,2449.16,South
407,2024-06-21,14,2,8,1449.1,11592.8,North
408,2024-07-21,3,12,2,2154.78,4309.56,West
409,2024-11-30,9,3,7,2346.24,16423.68,West
410,2024-03-16,29,8,2,1125.89,2251.78,South
411,2024-05-15,63,13,7,357.54,2502.78,West
412,2024-09-25,20,15,9,2404.15,21637.35,East
413,2024-03-09,23,4,7,192.66,1348.62,West
414,2024-11-04,100,10,2,2510.69,5021.38,North
415,2024-03-02,51,7,4,2617.54,10470.16,South
416,2024-03-29,68,3,5,2346.24,11731.2,West
417,2024-07-28,42,15,9,2404.15,21637.35,North
418,2024-07-30,68,4,7,192.66,1348.62,East
419,2024-10-21,56,10,9,2510.69,22596.21,West
420,2024-12-12,88,8,6,1125.89,6755.34,North
421,2024-05-07,25,4,9,192.66,1733.94,South
422,2024-10-20,18,6,2,1900.29,3800.58,East
423,2024-12-01,91,10,8,2510.69,20085.52,North
424,2024-04-04,79,1,4,349.88,1399.52,South
425,2024-09-21,28,15,6,2404.15,14424.9,East
426,2024-10-19,83,14,10,1021.0,10210.0,East
427,2024-12-01,55,3,10,2346.24,23462.4,North
428,2024-12-09,67,9,7,1057.98,7405.86,West
429,2024-08-25,79,1,10,349.88,3498.8,West
430,2024-05-09,51,1,1,349.88,349.88,West
431,2024-08-13,94,13,6,357.54,2145.24,East
432,2024-12-28,31,11,6,1149.56,6897.36,South
433,2024-06-08,66,2,9,1449.1,13041.9,West
434,2024-11-16,100,2,1,1449.1,1449.1,West
435,2024-03-22,52,6,10,1900.29,19002.9,South
436,2024-08-20,20,1,10,349.88,3498.8,North
437,2024-08-26,18,3,5,2346.24,11731.2,North
438,2024-05-05,92,6,2,1900.29,3800.58,Central
439,2024-08-28,52,7,5,2617.54,13087.7,West
440,2024-03-28,72,3,1,2346.24,2346.24,Central
441,2024-03-15,45,9,10,1057.98,10579.8,North
442,2024-10-12,53,11,3,1149.56,3448.68,West
443,2024-10-15,58,2,9,1449.1,13041.9,North
444,2024-03-07,79,2,10,1449.1,14491.0,Central
445,2024-07-19,76,1,10,349.88,3498.8,East
446,2024-10-06,66,1,8,349.88,2799.04,West
447,2024-01-04,37,5,5,996.71,4983.55,West
448,2024-10-05,88,1,7,349.88,2449.16,South
449,2024-12-05,19,10,3,2510.69,7532.07,South
450,2024-08-09,41,5,4,996.71,3986.84,West
451,2024-03-31,40,1,9,349.88,3148.92,Central
452,2024-05-09,72,8,7,1125.89,7881.23,West
453,2024-04-19,85,8,5,1125.89,5629.45,East
454,2024-03-11,20,12,10,2154.78,21547.8,Central
455,2024-08-08,20,15,10,2404.15,24041.5,Central
456,2024-12-18,51,14,10,1021.0,10210.0,South
457,2024-03-09,19,4,8,192.66,1541.28,North
458,2024-12-22,17,13,6,357.54,2145.24,South
459,2024-09-05,8,1,5,349.88,1749.4,South
460,2024-02-17,71,4,5,192.66,963.3,East
461,2024-02-19,15,3,2,2346.24,4692.48,South
462,2024-02-04,35,12,8,2154.78,17238.24,South
463,2024-09-08,82,2,6,1449.1,8694.6,East
464,2024-04-29,55,6,9,1900.29,17102.61,Central
465,2024-12-09,70,2,2,1449.1,2898.2,East
466,2024-04-23,50,15,1,2404.15,2404.15,North
467,2024-02-25,4,3,10,2346.24,23462.4,East
468,2024-05-25,29,9,10,1057.98,10579.8,East
469,2024-12-19,30,10,2,2510.69,5021.38,East
470,2024-10-08,1,11,4,1149.56,4598.24,West
471,2024-09-13,48,13,1,357.54,357.54,Central
472,2024-08-20,8,5,6,996.71,5980.26,Central
473,2024-10-15,5,7,8,2617.54,20940.32,West
474,2024-03-09,70,2,4,1449.1,5796.4,Central
475,2024-11-26,70,4,5,192.66,963.3,North
476,2024-12-08,56,15,10,2404.15,24041.5,West
477,2024-06-14,58,12,10,2154.78,21547.8,South
478,2024-12-08,37,13,10,357.54,3575.4,East
479,2024-02-07,25,8,2,1125.89,2251.78,North
480,2024-03-24,59,14,6,1021.0,6126.0,North
481,2024-04-18,2,8,6,1125.89,6755.34,North
482,2024-02-04,66,7,3,2617.54,7852.62,North
483,2024-12-16,48,4,1,192.66,192.66,East
484,2024-02-29,4,2,8,1449.1,11592.8,South
485,2024-02-02,74,8,2,1125.89,2251.78,East
486,2024-09-05,81,4,8,192.66,1541.28,South
487,2024-08-13,82,9,8,1057.98,8463.84,East
488,2024-02-06,18,11,9,1149.56,10346.04,North
489,2024-03-28,57,5,5,996.71,4983.55,West
490,2024-02-19,21,4,6,192.66,1155.96,Central
491,2024-05-19,65,1,10,349.88,3498.8,West
492,2024-09-18,6,5,7,996.71,6976.97,South
493,2024-01-13,97,13,9,357.54,3217.86,South
494,2024-03-01,36,6,10,1900.29,19002.9,East
495,2024-01-14,95,1,4,349.88,1399.52,East
496,2024-10-14,58,13,5,357.54,1787.7,Central
497,2024-07-03,24,13,5,357.54,1787.7,East
498,2024-09-20,2,1,3,349.88,1049.64,North
499,2024-09-02,54,7,1,2617.54,2617.54,Central
500,2024-07-01,90,2,2,1449.1,2898.2,North
501,2024-10-29,46,11,10,1149.56,11495.6,West
502,2024-10-22,99,12,7,2154.78,15083.46,West
503,2024-11-05,99,2,6,1449.1,8694.6,Central
504,2024-04-19,79,1,5,349.88,1749.4,North
505,2024-09-15,64,7,3,2617.54,7852.62,East
506,2024-12-23,64,5,4,996.71,3986.84,Central
507,2024-05-25,56,10,4,2510.69,10042.76,West
508,2024-04-25,43,2,6,1449.1,8694.6,Central
509,2024-03-31,32,10,7,2510.69,17574.83,East
510,2024-06-11,15,1,6,349.88,2099.28,West
511,2024-10-13,99,6,4,1900.29,7601.16,North
512,2024-10-07,20,2,9,1449.1,13041.9,North
513,2024-10-21,28,8,2,1125.89,2251.78,West
514,2024-02-07,28,4,10,192.66,1926.6,West
515,2024-07-29,45,5,4,996.71,3986.84,East
516,2024-10-22,85,13,10,357.54,3575.4,Central
517,2024-11-28,11,15,6,2404.15,14424.9,West
